"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "BB515-A", "APC-A", "Time", "Event #"
40222.2,22797.4,125473,56722.5,41167.6,107060,109.49,319.366,0.934323,275
32067.8,19437.1,112239,38311.8,30831.3,95403.7,137.825,175.964,0.93454,276
42973.5,23868.4,121036,49541.1,37048,104958,156.056,403.813,0.936814,277
45903.4,26600.4,114929,37464.6,26848.6,96990.3,59.2132,394.056,0.947115,279
27947.3,16278.9,111039,39167,29767.9,97742.7,122.662,292.415,0.957474,280
34773.9,19499.4,120580,48800.3,35823.1,100848,74.1111,305.354,0.9606,282
39260.9,21699.9,117798,57607.1,43697.5,103207,64.9046,247.068,0.974738,286
52992.1,28127.4,129160,78475.5,58134.4,110047,154.443,749.031,0.982906,287
31061.3,23950.6,128634,41937.3,35622.3,101673,237.952,813.841,0.983414,288
28108.2,14217.4,124774,63277.3,41949.4,111505,110.419,224.557,0.985807,290
60524.9,31281.3,133627,78595,51534.2,114623,159.626,554.088,0.992705,292
47637.2,24990.3,127413,68112.1,49537.4,108663,137.651,1767.26,0.992902,293
46906,26532,120067,41596.4,32079.4,96428.6,146.486,337.441,1.0067,295
55897.3,33204.2,119774,45744.7,37449.3,97371.6,85.56,314.929,1.00848,296
41427.9,21655.5,124673,62683.1,52109.9,101098,156.459,939.968,1.01971,297
23905.8,13107.2,113972,51546.1,38347.2,103141,126.659,438.057,1.02247,298
71483.7,41231,124467,54988.5,40908.2,128215,141.811,399.82,1.02597,299
39607.7,21769.7,124470,64170.4,39655.1,110774,84.1594,415.774,1.03065,301
34089.2,17126.4,127211,62264.8,34821.6,114768,158.417,541.242,1.0313,302
81528.4,40559.4,138697,75316.8,51216.9,111979,185.979,1770.81,1.03142,303
51381.8,25970.7,129298,98812,67928.9,115117,208.609,332.337,1.03255,304
33223.3,18361.4,115598,42932.5,33650.1,100418,89.9929,273.581,1.03295,305
54311.6,28159.1,128817,78421,56765.6,112175,143.023,481.58,1.03391,306
