sar,type,mean,sigma
6.0743021331255465,uniform,17,39
6.074997048179606,uniform,2,19
6.07628740638633,uniform,21,30
6.0763380128442686,uniform,7,35
6.0764794710392485,uniform,14,22
6.076663009717177,uniform,49,31
6.076820589967357,uniform,27,18
6.077333258360176,uniform,7,15
6.0779978607576135,peripheral,25,17
6.078745448446053,uniform,36,17
6.079415673860671,peripheral,4,31
6.079951878427445,uniform,3,19
6.080439593062008,peripheral,26,25
6.0807138682683215,uniform,3,24
6.0820149202079055,peripheral,17,14
6.082582781358158,bimodal,17,15
6.084830104489833,peripheral,8,21
6.085332674324475,bimodal,5,23
6.08644539195592,bimodal,12,14
6.086452418722451,uniform,2,50
6.087583542125809,bimodal,20,32
6.087828172480859,bimodal,26,18
6.087982271843988,uniform,30,5
6.088268614369128,uniform,17,13
6.088282879426919,peripheral,16,7
6.08845740452601,uniform,6,37
6.088621283211701,bimodal,17,1
6.08907124860692,uniform,24,4
6.090101219111725,bimodal,13,20
6.090592241834634,uniform,25,11
6.0925217605635655,uniform,41,12
6.094051447454423,bimodal,13,21
6.096095168972277,peripheral,24,11
6.096848670634077,uniform,3,41
6.099438913925686,uniform,9,32
6.099615209126229,uniform,41,5
6.100035283937009,uniform,38,1
6.100345739755193,peripheral,6,26
6.1010415632846,bimodal,29,34
6.101242919291878,uniform,37,3
6.101599048020854,uniform,44,48
6.101918546578745,uniform,5,16
6.102182822743552,uniform,26,9
6.103702779451161,uniform,27,19
6.103795081669758,uniform,34,40
6.104126661223357,uniform,36,1
6.104493551759695,peripheral,7,25
6.104956989136769,peripheral,23,20
6.105017954089598,uniform,49,30
6.107666019317007,uniform,28,7
6.108196116646206,bimodal,2,47
6.109571816668909,peripheral,7,17
6.109614696140516,bimodal,8,15
6.109749953340709,peripheral,18,21
6.110725989695821,uniform,24,18
6.111366244100893,uniform,25,21
6.112078961012162,bimodal,11,30
6.113604786775629,bimodal,14,26
6.113738404654361,uniform,47,50
6.114969989489517,bimodal,3,25
6.115123203103446,peripheral,14,36
6.115282012697525,bimodal,25,26
6.115454768958976,uniform,22,9
6.116026053991563,bimodal,12,31
6.116500081265078,peripheral,23,17
6.116755707561248,bimodal,11,37
6.117362613266196,uniform,29,48
6.11774216077879,peripheral,25,26
6.118236263537076,bimodal,13,38
6.118711151943466,uniform,29,8
6.119545852344387,bimodal,31,23
6.12062240580509,peripheral,34,45
6.120770268643282,bimodal,12,19
6.121114009997801,bimodal,3,16
6.122771499250356,bimodal,24,38
6.122820269220685,bimodal,24,25
6.1229520418680785,uniform,25,6
6.123627932180384,bimodal,26,21
6.123646095214636,bimodal,10,19
6.123808505530867,bimodal,2,31
6.124357893884222,bimodal,35,29
6.124753160613771,peripheral,10,17
6.12537934525405,uniform,7,24
6.1255353278082705,peripheral,49,34
6.126095043520779,bimodal,23,21
6.1296357758355215,bimodal,15,21
6.129847001538419,peripheral,29,21
6.131027202385883,uniform,8,11
6.131517670529468,bimodal,19,21
6.131831533576481,bimodal,12,20
6.132826979520572,peripheral,31,7
6.1331166362703575,peripheral,11,42
6.13322192283486,peripheral,20,41
6.133321136779316,uniform,9,37
6.133437977154838,bimodal,24,43
6.133680536403088,bimodal,4,26
6.133912562904214,uniform,23,21
6.133931180499511,uniform,32,10
6.135050354329067,uniform,25,20
6.135923775472723,uniform,23,13
6.136756510373207,uniform,5,18
6.137004447190407,peripheral,32,14
6.137421935875787,peripheral,42,49
6.137522732058706,uniform,12,15
6.137787964034669,uniform,43,24
6.138684925630617,uniform,30,16
6.139596557403364,uniform,10,18
6.141467468402382,uniform,50,2
6.14170871806736,bimodal,10,33
6.14383583299618,uniform,15,19
6.143897866939537,uniform,36,34
6.144626589443944,uniform,8,21
6.144877432204678,peripheral,8,17
6.145279411024259,peripheral,6,41
6.145322193582953,peripheral,11,30
6.145324693688978,uniform,35,28
6.1462573883813745,uniform,43,38
6.147147973213856,uniform,30,4
6.147631423222644,peripheral,34,23
6.148095740213726,peripheral,21,27
6.148391260369103,peripheral,33,1
6.148896985712115,peripheral,7,16
6.149842517151928,bimodal,30,8
6.150133182599387,peripheral,5,37
6.150601151164409,uniform,37,8
6.1506258416572335,bimodal,38,20
6.151004661245476,uniform,32,24
6.151996412113476,central,0,45
6.15231455740008,peripheral,2,45
6.152781982710529,bimodal,15,5
6.153262587653894,bimodal,15,9
6.153706115302649,uniform,45,1
6.154012756557048,peripheral,21,35
6.154561440850434,peripheral,12,18
6.155072767392915,peripheral,13,17
6.155583824355498,bimodal,21,15
6.156476103703009,peripheral,14,17
6.157970784362565,uniform,45,32
6.158058514212877,peripheral,19,11
6.158664570797576,bimodal,23,27
6.158755750402908,bimodal,17,10
6.159112948588915,uniform,35,50
6.1591337879515855,peripheral,22,13
6.15938906798182,peripheral,28,1
6.160059030965442,bimodal,14,33
6.160706264724185,peripheral,20,11
6.161398596932192,bimodal,27,24
6.161666938326595,uniform,46,31
6.161892034949449,peripheral,33,44
6.161969424930042,bimodal,13,16
6.162547280055225,uniform,39,36
6.162608147639846,uniform,38,47
6.162670612385049,peripheral,16,15
6.163165622478396,uniform,11,40
6.163175259914059,bimodal,16,5
6.16326129074369,uniform,29,13
6.163330276720876,uniform,3,37
6.164272501136617,bimodal,20,22
6.164501576086718,uniform,18,15
6.165774948137955,uniform,2,24
6.166067220071962,uniform,18,30
6.166979092057196,bimodal,25,15
6.16698515030881,uniform,24,8
6.167229438575344,uniform,31,9
6.167933259019435,peripheral,15,17
6.168077772007414,peripheral,31,15
6.168595551461799,bimodal,6,32
6.1686653274069405,uniform,15,26
6.168785483779094,bimodal,19,34
6.16898578920415,peripheral,35,28
6.169679387158125,bimodal,18,17
6.170225849288768,bimodal,37,30
6.170377978916005,peripheral,33,14
6.170406525203834,uniform,22,3
6.1710506979839845,bimodal,3,14
6.172032171097789,bimodal,13,13
6.172167848882638,uniform,29,5
6.17312482191177,uniform,42,15
6.173991975554623,uniform,16,26
6.1740471500427585,uniform,7,37
6.176214471006578,uniform,40,33
6.176855146075654,bimodal,11,15
6.177727404686955,bimodal,30,7
6.1789375397797555,uniform,12,20
6.179150229131902,peripheral,1,24
6.179493690122558,uniform,37,17
6.179829663591167,uniform,18,13
6.181066369430175,central,0,18
6.181871475341116,uniform,9,20
6.182225744619951,peripheral,29,18
6.182741022329031,peripheral,6,23
6.183242622008722,peripheral,29,5
6.184196782664727,uniform,19,12
6.184516781007873,uniform,23,27
6.184864825676935,peripheral,16,10
6.186082896255741,peripheral,14,1
6.186166526728503,uniform,33,26
6.186899917089234,uniform,9,38
6.187090009557462,uniform,10,11
6.188233956899171,peripheral,25,20
6.188959843271977,bimodal,48,28
6.189567481956719,peripheral,22,8
6.191029704467206,uniform,38,12
6.191872671566582,bimodal,22,21
6.192154206359542,uniform,45,22
6.1922133196222555,uniform,6,25
6.192314783645066,uniform,11,17
6.192827841370009,bimodal,3,23
6.193048488444888,uniform,47,7
6.1931878789544905,uniform,6,29
6.193812530806564,peripheral,12,8
6.194102887053628,bimodal,46,34
6.1958873500574825,bimodal,16,9
6.196639895201534,uniform,31,11
6.197146659858173,uniform,26,30
6.197751877544976,peripheral,20,13
6.198528647789883,bimodal,2,15
6.19899732289014,uniform,25,2
6.199984357584863,uniform,44,8
6.201005961155858,bimodal,23,9
6.201606245140108,peripheral,30,3
6.201918396422101,peripheral,28,21
6.2019970373301,peripheral,24,26
6.202291275234873,bimodal,5,12
6.2037000240447835,peripheral,14,23
6.204330069885944,uniform,47,43
6.205524144772539,uniform,10,29
6.205530327346331,uniform,41,16
6.205649189669306,uniform,3,25
6.206333299900736,uniform,10,15
6.206954807490012,uniform,34,10
6.207169704320426,bimodal,44,37
6.207279260443015,peripheral,4,40
6.207306167400136,uniform,3,12
6.207414262501168,peripheral,16,47
6.207602141847907,uniform,29,32
6.207955391421886,uniform,6,41
6.20801760166753,bimodal,15,18
6.208347794399849,bimodal,22,7
6.208597257628009,uniform,22,19
6.208680622086442,bimodal,9,33
6.208996194212534,uniform,2,21
6.20903619846486,uniform,33,23
6.209202330289675,peripheral,1,30
6.209541756265778,peripheral,11,13
6.2096696620197065,uniform,25,1
6.210601128751168,bimodal,18,2
6.21079694864035,uniform,26,14
6.211394115761443,uniform,21,17
6.211680014930952,bimodal,6,35
6.213570529501607,bimodal,13,9
6.2142509322436945,peripheral,21,11
6.214284813427053,bimodal,12,12
6.2152424463663545,uniform,23,9
6.21529465847967,uniform,24,17
6.215606401744454,bimodal,13,22
6.216301894351799,peripheral,15,23
6.216836801081505,peripheral,47,44
6.217035785428538,peripheral,4,27
6.217395284075427,uniform,47,8
6.2185652339996835,bimodal,20,12
6.219215658730793,bimodal,10,27
6.219571113486012,bimodal,18,8
6.219889741989383,uniform,35,2
6.220531623231836,peripheral,4,13
6.2210113947130505,peripheral,17,18
6.221378025509715,central,0,15
6.221604293509495,uniform,26,11
6.223985411400976,bimodal,1,14
6.224342360973638,peripheral,31,11
6.224362889927133,bimodal,6,38
6.224976934450934,bimodal,18,30
6.225300374083274,bimodal,30,45
6.225385873387321,bimodal,7,41
6.225711494341394,uniform,11,21
6.226040025115515,peripheral,22,40
6.226262119293694,peripheral,24,18
6.226734223071053,uniform,45,44
6.226921249839866,bimodal,19,33
6.227672749131798,uniform,29,26
6.227781384961644,uniform,24,19
6.227966466502103,peripheral,14,7
6.22846671889223,uniform,44,13
6.228699378012249,peripheral,5,26
6.228955931784098,bimodal,7,43
6.229432914801739,peripheral,33,23
6.2299743324785934,bimodal,14,16
6.231362314555499,uniform,49,37
6.23156237444876,uniform,13,30
6.23238947940245,uniform,34,41
6.232585348271271,bimodal,7,16
6.232659004970507,peripheral,13,16
6.23284456998635,peripheral,28,22
6.233254774097883,uniform,38,29
6.2338508400099855,bimodal,9,19
6.234359841874339,bimodal,16,43
6.234752413998457,bimodal,13,12
6.235010660255424,bimodal,17,17
6.235514204726351,uniform,27,24
6.237021439557848,uniform,10,26
6.237179182501812,uniform,14,18
6.237960863204609,uniform,30,10
6.238099785875317,peripheral,12,17
6.238762562615378,peripheral,14,20
6.239531243359307,uniform,16,27
6.2395322686692225,peripheral,10,30
6.239830807131244,uniform,43,4
6.239832728501421,uniform,37,24
6.24090324861577,peripheral,5,36
6.241455527825529,peripheral,23,23
6.242600858302252,bimodal,1,17
6.242798069839032,uniform,29,15
6.243140797669792,uniform,28,17
6.2432878139713655,uniform,23,16
6.244546144210757,bimodal,35,18
6.244719842959086,peripheral,10,16
6.244751834948275,peripheral,36,42
6.2448155574594875,peripheral,31,9
6.245154402002232,peripheral,20,38
6.245317320740206,bimodal,8,14
6.245337086946256,peripheral,26,46
6.245569623297173,uniform,37,44
6.247667112008189,uniform,1,32
6.247718781866318,peripheral,32,21
6.247862124260578,peripheral,7,18
6.248523659806139,peripheral,30,41
6.250279448006254,uniform,18,5
6.25045714355407,uniform,10,28
6.2507153400817375,bimodal,6,18
6.251047298431776,bimodal,31,10
6.251142978891037,bimodal,23,11
6.252269183579152,bimodal,33,20
6.25248618411361,bimodal,9,22
6.252710437102894,uniform,42,44
6.253495831640475,peripheral,17,6
6.253803624392966,peripheral,7,11
6.254628147199714,uniform,16,18
6.255254500563979,peripheral,16,1
6.255299759984784,bimodal,40,42
6.255631797703102,uniform,22,25
6.257243162621227,uniform,13,16
6.257270504983922,bimodal,31,30
6.258205441454638,bimodal,10,15
6.258515991367847,bimodal,19,15
6.259454910186475,uniform,35,22
6.259457298565065,uniform,43,10
6.260013791530237,peripheral,16,13
6.260128613231706,peripheral,17,23
6.260246413244254,uniform,8,24
6.2602940316055715,bimodal,38,46
6.26053908111595,bimodal,25,19
6.260662531032147,peripheral,12,49
6.261105039934635,uniform,50,27
6.261911606852616,bimodal,6,20
6.263493186492804,peripheral,26,44
6.264029604710497,peripheral,28,48
6.264068729490289,uniform,36,26
6.264199667841319,uniform,38,49
6.264213391166612,bimodal,8,45
6.264746987227205,peripheral,7,21
6.2647915600973985,peripheral,12,19
6.265510663726818,uniform,7,23
6.266421839311499,bimodal,17,46
6.2664923095105545,uniform,39,13
6.266984973759612,peripheral,47,1
6.267270345654227,peripheral,30,1
6.268630377244024,peripheral,15,1
6.26922453766738,bimodal,1,15
6.269401868706436,bimodal,17,26
6.269719124922805,uniform,3,18
6.270086292476187,uniform,25,19
6.27034021535204,peripheral,24,10
6.270400942033857,bimodal,14,31
6.27116710711229,peripheral,26,28
6.27161859894546,bimodal,33,48
6.272131098891714,peripheral,17,31
6.272309884043248,uniform,43,19
6.272807621717225,uniform,18,23
6.272857029327759,uniform,25,25
6.274018108471727,uniform,40,24
6.274675758786981,bimodal,4,13
6.274685779310207,peripheral,15,18
6.275207409701661,bimodal,11,50
6.275702962290937,bimodal,29,15
6.276234356626139,bimodal,37,39
6.276465987112784,bimodal,5,20
6.276549342170658,peripheral,24,31
6.276589771003291,peripheral,17,19
6.276920646665987,uniform,27,22
6.276982633816703,bimodal,23,32
6.277092132818231,uniform,42,20
6.277382047358428,bimodal,32,23
6.278043723610857,uniform,38,14
6.278446193832817,uniform,9,30
6.278665310045502,uniform,29,21
6.278729750402085,uniform,28,41
6.278878880842098,uniform,14,42
6.27983122227464,peripheral,11,27
6.280387643771328,peripheral,8,16
6.2816419748904515,uniform,47,47
6.281644324496537,uniform,8,23
6.281676568582729,uniform,6,21
6.282013531988303,bimodal,5,17
6.282201077379841,bimodal,22,30
6.28307970403919,bimodal,24,41
6.284472557920873,bimodal,39,49
6.284958719776766,uniform,32,16
6.285004970579217,uniform,18,12
6.285312389493677,peripheral,23,43
6.2855575237949255,uniform,39,23
6.286436004619521,bimodal,16,21
6.286606551722045,uniform,19,14
6.28675258407151,uniform,9,36
6.286846091702773,peripheral,8,37
6.286934498031785,peripheral,39,30
6.287499472901854,bimodal,25,39
6.2875725510906415,peripheral,2,48
6.287933376064883,bimodal,2,37
6.2881046459526795,peripheral,15,34
6.288220968416704,peripheral,23,12
6.289154530115093,uniform,29,7
6.28964793131856,bimodal,28,28
6.289988496584969,uniform,16,14
6.2910443532530635,bimodal,38,23
6.291424803479275,uniform,36,38
6.291450976556979,uniform,12,11
6.291591170431528,uniform,27,26
6.291662232282108,uniform,46,27
6.29253102190933,uniform,40,41
6.2925436611249905,bimodal,14,19
6.29306049848387,bimodal,4,17
6.293656385977591,peripheral,31,2
6.293855008421837,peripheral,8,23
6.294747379451788,uniform,48,40
6.2948741992345045,bimodal,1,43
6.29493173729482,peripheral,14,10
6.295958108446647,uniform,6,19
6.296224878554164,peripheral,32,6
6.296346753144857,uniform,9,22
6.296699926514056,bimodal,26,26
6.296777690444108,bimodal,41,49
6.297100145405211,uniform,2,14
6.297363128174241,peripheral,47,47
6.298093271702571,peripheral,9,16
6.298367459585667,uniform,9,39
6.299075823924083,uniform,14,50
6.300334250463846,peripheral,29,8
6.3012887139466445,peripheral,38,30
6.301913961145714,uniform,33,34
6.303365070996661,peripheral,6,17
6.303678106324104,central,0,48
6.304156485499277,uniform,36,44
6.304419080088155,bimodal,30,28
6.305598430530617,peripheral,29,6
6.305810002452784,bimodal,8,35
6.305925990690404,peripheral,32,16
6.306390817849011,peripheral,23,14
6.30653104269716,bimodal,20,37
6.30797028735016,peripheral,17,7
6.308546577134642,peripheral,6,46
6.308848625129301,uniform,14,19
6.308859166032598,bimodal,28,27
6.30934947812456,peripheral,14,6
6.309987809474812,bimodal,29,49
6.310280542691946,uniform,44,10
6.310973730643621,uniform,22,20
6.311944663730753,uniform,9,24
6.312107314230591,bimodal,20,15
6.312435831198184,uniform,5,31
6.312571093540128,uniform,45,12
6.3126769731689825,uniform,28,32
6.313015043576224,uniform,26,49
6.313148517554418,uniform,28,4
6.313200985079431,peripheral,23,13
6.313725866532314,peripheral,48,42
6.3148946864953235,peripheral,13,13
6.314951044288075,peripheral,13,14
6.316927000869097,peripheral,17,10
6.317811778299592,bimodal,8,33
6.318418637285451,bimodal,36,26
6.318503162545249,bimodal,9,28
6.319091883151474,bimodal,37,31
6.319922346071816,uniform,39,1
6.3201070003564865,peripheral,23,19
6.320468217935654,peripheral,46,35
6.320471854544699,peripheral,4,17
6.320530589334455,bimodal,41,45
6.322374160647981,bimodal,15,28
6.322573638696446,peripheral,35,36
6.322598186389016,peripheral,37,38
6.322905379765401,uniform,2,29
6.323159733646035,bimodal,14,11
6.323279286818041,uniform,24,32
6.324464045345093,uniform,40,15
6.324654957107502,bimodal,28,26
6.324719358171905,peripheral,19,38
6.325437117552899,bimodal,29,4
6.325837051763785,peripheral,47,38
6.326335774622359,uniform,10,38
6.326768447202249,peripheral,16,4
6.32686852410849,uniform,23,39
6.32703496459383,uniform,30,36
6.327249642437663,uniform,21,27
6.328427849166185,uniform,35,11
6.3284958985301145,uniform,37,41
6.329022477894229,uniform,44,24
6.32911185177398,uniform,41,10
6.3291466632173865,peripheral,29,22
6.329781000516149,uniform,22,26
6.330262925098476,bimodal,6,23
6.330506949446028,uniform,36,15
6.330536392962425,uniform,9,27
6.330626172627052,peripheral,6,37
6.3321030832205585,uniform,6,23
6.333859141348001,bimodal,45,30
